index,accuracy,f1,time,ansatz,optimizer,featuremap,entanglement,entanglement_featuremap,iterations,preprocessing,number_init
18,0.64,0.6440036067879761,1805.71870470047,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,circular,sca,331,pca,0.1
18,0.744,0.7729066957543211,2725.364763736725,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,circular,sca,500,pca,0.15000000000000002
18,0.68,0.6754775115196168,2747.136736392975,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,circular,sca,500,pca,0.2
18,0.72,0.7317744406338564,2734.2217016220093,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,circular,sca,500,pca,0.25
19,0.66,0.6542644510911709,3484.737930059433,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,full,500,pca,0.05
19,0.684,0.6997515600852912,3476.4231271743774,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,full,500,pca,0.1
19,0.632,0.6304727501346804,3155.1790668964386,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,full,453,pca,0.15000000000000002
19,0.656,0.6722236030223646,3131.132349729538,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,full,449,pca,0.2
19,0.648,0.6540394044410217,3480.492347240448,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,full,500,pca,0.25
20,0.716,0.7300168857915337,2364.9847502708435,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,linear,437,pca,0.05
20,0.676,0.6802144172845449,2696.0889003276825,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,linear,500,pca,0.1
20,0.732,0.7410365878310088,2318.789949655533,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,linear,424,pca,0.15000000000000002
20,0.712,0.7322856140350877,2362.5427906513214,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,linear,437,pca,0.2
20,0.716,0.7190376103430642,2673.0832259655,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,linear,493,pca,0.25
21,0.752,0.7585768187658144,2738.487369775772,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,circular,500,pca,0.05
21,0.704,0.7126635745207175,2721.3758025169373,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,circular,500,pca,0.1
21,0.716,0.737758892611482,2744.6943221092224,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,circular,500,pca,0.15000000000000002
21,0.752,0.7409468789392936,2727.6512444019318,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,circular,500,pca,0.2
21,0.716,0.7337635472648486,2252.443289756775,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,circular,412,pca,0.25
22,0.768,0.7858225175971656,2703.6382064819336,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,pairwise,500,pca,0.05
22,0.688,0.6851985875510627,2761.2463929653168,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,pairwise,500,pca,0.1
22,0.648,0.6645797135114208,2712.9507319927216,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,pairwise,500,pca,0.15000000000000002
22,0.68,0.6915189418989135,1901.1813371181488,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,pairwise,348,pca,0.2
22,0.68,0.6538805510396166,2459.4566316604614,<function get_efficientsu2 at 0x7ffa165a3f70>,<function get_cobyla at 0x7ff9e52bcaf0>,<function get_zzfeaturemap at 0x7ffa1d7164c0>,sca,pairwise,452,pca,0.25
